Reporting Area,MMWR Year,MMWR Week,"Severe acute respiratory syndrome-associated coronavirus desease, Current week","Severe acute respiratory syndrome-associated coronavirus desease, Current week, flag","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†, flag","Shiga toxin-producing Escherichia coli, Current week","Shiga toxin-producing Escherichia coli, Current week, flag","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†, flag","Shiga toxin-producing Escherichia coli, Cum 2019†","Shiga toxin-producing Escherichia coli, Cum 2019†, flag","Shiga toxin-producing Escherichia coli, Cum 2018†","Shiga toxin-producing Escherichia coli, Cum 2018†, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Max†","Shigellosis, Previous 52 weeks Max†, flag","Shigellosis, Cum 2019†","Shigellosis, Cum 2019†, flag","Shigellosis, Cum 2018†","Shigellosis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
NEBRASKA,2019,42,,-,0,,,-,,-,,-,12,,182,,193,,,-,5,,43,,46,,"NEBRASKA
(41.527099, -99.810595)",,20194225
NORTH DAKOTA,2019,42,,-,0,,,-,,-,,-,4,,38,,61,,,-,2,,10,,4,,"NORTH DAKOTA
(47.446305, -100.46931)",,20194226
SOUTH DAKOTA,2019,42,,-,0,,,-,,-,,-,20,,109,,196,,,-,2,,7,,25,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194227
SOUTH ATLANTIC,2019,42,,-,0,,,-,,-,7,,77,,1621,,1951,,2,,83,,2181,,2468,,,SOUTH ATLANTIC,20194228
DELAWARE,2019,42,,-,0,,,-,,-,,-,4,,25,,18,,,-,2,,25,,22,,"DELAWARE
(38.994926, -75.452394)",,20194229
DISTRICT OF COLUMBIA,2019,42,,-,0,,,-,,-,,-,2,,6,,25,,,-,4,,48,,89,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194230
FLORIDA,2019,42,,-,0,,,-,,-,4,,33,,621,,688,,2,,53,,1147,,1167,,"FLORIDA
(28.260731, -82.420978)",,20194231
GEORGIA,2019,42,,-,0,,,-,,-,,-,17,,137,,140,,,-,12,,298,,344,,"GEORGIA
(32.638481, -83.426574)",,20194232
MARYLAND,2019,42,,-,0,,,-,,-,,-,8,,166,,192,,,-,8,,151,,168,,"MARYLAND
(38.946466, -76.687282)",,20194233
NORTH CAROLINA,2019,42,,-,0,,,-,,-,,-,18,,270,,350,,,-,15,,230,,237,,"NORTH CAROLINA
(35.52603, -79.130883)",,20194234
SOUTH CAROLINA,2019,42,,-,0,,,-,,-,3,,7,,94,,133,,,-,8,,86,,233,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194235
VIRGINIA,2019,42,,-,0,,,-,,-,,-,16,,295,,324,,,-,13,,195,,192,,"VIRGINIA
(37.510861, -78.666382)",,20194236
WEST VIRGINIA,2019,42,,-,0,,,-,,-,,-,5,,7,,81,,,-,2,,1,,16,,"WEST VIRGINIA
(38.642579, -80.613729)",,20194237
EAST SOUTH CENTRAL,2019,42,,-,0,,,-,,-,,-,52,,605,,693,,,-,32,,507,,714,,,EAST SOUTH CENTRAL,20194238
ALABAMA,2019,42,,-,0,,,-,,-,,-,8,,104,,114,,,-,12,,225,,249,,"ALABAMA
(32.756889, -86.844516)",,20194239
KENTUCKY,2019,42,,-,0,,,-,,-,,-,25,,132,,153,,,-,5,,43,,71,,"KENTUCKY
(37.526683, -85.290484)",,20194240
MISSISSIPPI,2019,42,,-,0,,,-,,-,,-,4,,56,,101,,,-,13,,102,,214,,"MISSISSIPPI
(32.713378, -89.65344)",,20194241
TENNESSEE,2019,42,,-,0,,,-,,-,,-,25,,313,,325,,,-,10,,137,,180,,"TENNESSEE
(35.842998, -86.343226)",,20194242
WEST SOUTH CENTRAL,2019,42,,-,0,,,-,,-,6,,202,,844,,1387,,8,,108,,2320,,1266,,,WEST SOUTH CENTRAL,20194243
ARKANSAS,2019,42,,-,0,,,-,,-,,-,12,,124,,111,,,-,14,,145,,121,,"ARKANSAS
(34.899825, -92.439162)",,20194244
LOUISIANA,2019,42,,-,0,,,-,,-,,-,7,,34,,99,,4,,19,,242,,163,,"LOUISIANA
(30.921314, -91.840238)",,20194245
OKLAHOMA,2019,42,,-,0,,,-,,-,6,,109,,169,,144,,4,,16,,83,,58,,"OKLAHOMA
(35.583449, -97.508297)",,20194246
TEXAS,2019,42,,-,0,,,-,,-,,-,89,,517,,1033,,,-,87,,1850,,924,,"TEXAS
(31.447238, -99.317341)",,20194247
MOUNTAIN,2019,42,,-,0,,,-,,-,11,,50,,1130,,1244,,5,,36,,759,,812,,,MOUNTAIN,20194248
ARIZONA,2019,42,,-,0,,,-,,-,6,,11,,226,,245,,5,,21,,319,,382,,"ARIZONA
(34.293239, -111.664616)",,20194249
COLORADO,2019,42,,-,0,,,-,,-,5,,20,,398,,357,,,-,12,,213,,191,,"COLORADO
(38.998552, -105.547832)",,20194250
IDAHO,2019,42,,-,0,,,-,,-,,-,10,,169,,194,,,-,7,,42,,39,,"IDAHO
(44.389073, -114.659366)",,20194251
MONTANA,2019,42,,-,0,,,-,,-,,-,4,,50,,102,,,-,2,,8,,8,,"MONTANA
(47.033521, -109.645127)",,20194252
NEVADA,2019,42,,-,0,,,-,,-,,-,3,,26,,40,,,-,3,,40,,81,,"NEVADA
(39.283294, -114.916992)",,20194253
NEW MEXICO,2019,42,,-,0,,,-,,-,,-,8,,75,,101,,,-,11,,90,,58,,"NEW MEXICO
(34.421369, -106.108388)",,20194254
UTAH,2019,42,,-,0,,,-,,-,,-,15,,142,,166,,,-,4,,47,,50,,"UTAH
(39.323779, -111.678222)",,20194255
WYOMING,2019,42,,-,0,,,-,,-,,-,6,,44,,39,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",,20194256
PACIFIC,2019,42,,-,0,,,-,,-,13,,576,,2246,,2221,,8,,483,,2870,,3088,,,PACIFIC,20194257
ALASKA,2019,42,,-,0,,,-,,-,,-,1,,5,,22,,,-,1,,5,,6,,"ALASKA
(63.631126, -151.631889)",,20194258
CALIFORNIA,2019,42,,-,0,,,-,,-,11,,63,,1659,,1910,,5,,95,,2401,,2698,,"CALIFORNIA
(37.211164, -119.662127)",,20194259
HAWAII,2019,42,,-,0,,,-,,-,,-,1,,3,,10,,1,,35,,70,,138,,"HAWAII
(21.361013, -157.854309)",,20194260
OREGON,2019,42,,-,0,,,-,,-,2,,14,,265,,279,,2,,9,,135,,246,,"OREGON
(43.940449, -120.605279)",,20194261
WASHINGTON,2019,42,,-,0,,,-,,-,,-,540,,314,,,-,,-,419,,259,,,-,"WASHINGTON
(47.411715, -120.592492)",,20194262
US TERRITORIES,2019,42,,-,0,,,-,,-,,-,2,,,-,5,,,-,3,,,-,27,,,US TERRITORIES,20194263
AMERICAN SAMOA,2019,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20194264
NEW JERSEY,2019,44,,-,0,,,-,,-,,-,12,,26,,165,,,-,42,,429,,505,,"NEW JERSEY
(40.110253, -74.655514)",,20194410
NORTHERN MARIANA ISLANDS,2019,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194265
GUAM,2019,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,,-,18,,"GUAM
(13.3532, 144.653198)",,20194266
PUERTO RICO,2019,42,,-,0,,,-,,-,,-,2,,,-,5,,,-,0,,,-,9,,"PUERTO RICO
(18.215692, -66.414655)",,20194267
U.S. VIRGIN ISLANDS,2019,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194268
NON-US RESIDENTS,2019,42,,-,,NC,,-,,NP,,-,,NC,2,,,NP,,-,,NC,4,,,NP,,NON-US RESIDENTS,20194269
TOTAL,2019,42,,-,0,,,-,,-,67,,911,,10854,,13061,,59,,770,,12079,,12568,,,TOTAL,20194270
US RESIDENTS,2019,43,,-,0,,,-,,-,48,,911,,11073,,13339,,74,,770,,12265,,12884,,,US RESIDENTS,20194301
NEW ENGLAND,2019,43,,-,0,,,-,,-,,-,15,,320,,392,,2,,24,,409,,376,,,NEW ENGLAND,20194302
CONNECTICUT,2019,43,,-,0,,,-,,-,,-,9,,111,,109,,1,,7,,100,,68,,"CONNECTICUT
(41.575155, -72.738288)",,20194303
MAINE,2019,43,,-,0,,,-,,-,,-,2,,16,,31,,,-,2,,10,,5,,"MAINE
(45.117911, -69.06137)",,20194304
MASSACHUSETTS,2019,43,,-,0,,,-,,-,,-,7,,91,,143,,1,,12,,206,,168,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194305
NEW HAMPSHIRE,2019,43,,-,0,,,-,,-,,-,4,,29,,42,,,-,2,,16,,4,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194306
RHODE ISLAND,2019,43,,-,0,,,-,,-,,-,4,,37,,32,,,-,5,,70,,49,,"RHODE ISLAND
(41.572574, -71.534637)",,20194307
VERMONT,2019,43,,-,0,,,-,,-,,-,5,,36,,35,,,-,20,,7,,82,,"VERMONT
(44.075252, -72.662695)",,20194308
MIDDLE ATLANTIC,2019,43,,-,0,,,-,,-,13,,61,,1374,,1310,,26,,78,,1860,,1947,,,MIDDLE ATLANTIC,20194309
NEW JERSEY,2019,43,,-,0,,,-,,-,,-,12,,25,,153,,,-,42,,419,,493,,"NEW JERSEY
(40.110253, -74.655514)",,20194310
NEW YORK,2019,43,,-,0,,,-,,-,10,,22,,468,,354,,4,,19,,271,,434,,"NEW YORK
(42.921241, -75.59655)",,20194311
NEW YORK CITY,2019,43,,-,0,,,-,,-,,-,26,,575,,422,,20,,55,,959,,829,,,NEW YORK CITY,20194312
PENNSYLVANIA,2019,43,,-,0,,,-,,-,3,,24,,306,,381,,2,,11,,211,,191,,"PENNSYLVANIA
(40.896694, -77.838886)",,20194313
EAST NORTH CENTRAL,2019,43,,-,0,,,-,,-,18,,70,,1551,,1907,,11,,39,,991,,1192,,,EAST NORTH CENTRAL,20194314
ILLINOIS,2019,43,,-,0,,,-,,-,,-,21,,398,,421,,,-,16,,308,,349,,"ILLINOIS
(40.124144, -89.148632)",,20194315
INDIANA,2019,43,,-,0,,,-,,-,,-,6,,,-,211,,,-,9,,,-,138,,"INDIANA
(39.919991, -86.2818)",,20194316
MICHIGAN,2019,43,,-,0,,,-,,-,,-,13,,216,,271,,1,,13,,156,,160,,"MICHIGAN
(44.874798, -85.730977)",,20194317
OHIO,2019,43,,-,0,,,-,,-,14,,29,,515,,506,,10,,22,,395,,418,,"OHIO
(40.415534, -82.70936)",,20194318
WISCONSIN,2019,43,,-,0,,,-,,-,4,,26,,422,,498,,,-,9,,132,,127,,"WISCONSIN
(44.639954, -89.732969)",,20194319
WEST NORTH CENTRAL,2019,43,,-,0,,,-,,-,6,,80,,1299,,2061,,4,,18,,256,,777,,,WEST NORTH CENTRAL,20194320
IOWA,2019,43,,-,0,,,-,,-,,-,35,,509,,536,,1,,6,,79,,87,,"IOWA
(42.074659, -93.500061)",,20194321
KANSAS,2019,43,,-,0,,,-,,-,,-,14,,116,,216,,,-,10,,24,,110,,"KANSAS
(38.484729, -98.38018)",,20194322
MINNESOTA,2019,43,,-,0,,,-,,-,,-,13,,,-,532,,,-,6,,,-,212,,"MINNESOTA
(46.349153, -94.198308)",,20194323
MISSOURI,2019,43,,-,0,,,-,,-,6,,20,,340,,326,,3,,6,,93,,292,,"MISSOURI
(38.3675, -92.477244)",,20194324
NEBRASKA,2019,43,,-,0,,,-,,-,,-,12,,182,,194,,,-,5,,43,,47,,"NEBRASKA
(41.527099, -99.810595)",,20194325
NORTH DAKOTA,2019,43,,-,0,,,-,,-,,-,4,,39,,61,,,-,2,,10,,4,,"NORTH DAKOTA
(47.446305, -100.46931)",,20194326
SOUTH DAKOTA,2019,43,,-,0,,,-,,-,,-,20,,113,,196,,,-,2,,7,,25,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194327
SOUTH ATLANTIC,2019,43,,-,0,,,-,,-,,-,77,,1633,,1993,,2,,83,,2204,,2527,,,SOUTH ATLANTIC,20194328
DELAWARE,2019,43,,-,0,,,-,,-,,-,4,,26,,19,,,-,2,,25,,23,,"DELAWARE
(38.994926, -75.452394)",,20194329
DISTRICT OF COLUMBIA,2019,43,,-,0,,,-,,-,,-,2,,6,,27,,,-,4,,48,,89,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194330
FLORIDA,2019,43,,-,0,,,-,,-,,-,33,,621,,699,,,-,53,,1147,,1201,,"FLORIDA
(28.260731, -82.420978)",,20194331
GEORGIA,2019,43,,-,0,,,-,,-,,-,17,,140,,145,,,-,12,,301,,349,,"GEORGIA
(32.638481, -83.426574)",,20194332
MARYLAND,2019,43,,-,0,,,-,,-,,-,8,,166,,199,,,-,8,,151,,173,,"MARYLAND
(38.946466, -76.687282)",,20194333
NORTH CAROLINA,2019,43,,-,0,,,-,,-,,-,18,,277,,353,,,-,16,,246,,247,,"NORTH CAROLINA
(35.52603, -79.130883)",,20194334
SOUTH CAROLINA,2019,43,,-,0,,,-,,-,,-,7,,95,,136,,2,,8,,90,,235,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194335
VIRGINIA,2019,43,,-,0,,,-,,-,,-,16,,295,,334,,,-,13,,195,,194,,"VIRGINIA
(37.510861, -78.666382)",,20194336
WEST VIRGINIA,2019,43,,-,0,,,-,,-,,-,5,,7,,81,,,-,2,,1,,16,,"WEST VIRGINIA
(38.642579, -80.613729)",,20194337
EAST SOUTH CENTRAL,2019,43,,-,0,,,-,,-,,-,52,,605,,711,,,-,32,,509,,746,,,EAST SOUTH CENTRAL,20194338
ALABAMA,2019,43,,-,0,,,-,,-,,-,8,,104,,116,,,-,12,,225,,258,,"ALABAMA
(32.756889, -86.844516)",,20194339
KENTUCKY,2019,43,,-,0,,,-,,-,,-,25,,132,,156,,,-,5,,43,,76,,"KENTUCKY
(37.526683, -85.290484)",,20194340
MISSISSIPPI,2019,43,,-,0,,,-,,-,,-,4,,56,,104,,,-,13,,104,,227,,"MISSISSIPPI
(32.713378, -89.65344)",,20194341
TENNESSEE,2019,43,,-,0,,,-,,-,,-,25,,313,,335,,,-,10,,137,,185,,"TENNESSEE
(35.842998, -86.343226)",,20194342
WEST SOUTH CENTRAL,2019,43,,-,0,,,-,,-,1,,202,,845,,1429,,6,,108,,2326,,1319,,,WEST SOUTH CENTRAL,20194343
ARKANSAS,2019,43,,-,0,,,-,,-,,-,12,,124,,112,,,-,14,,145,,122,,"ARKANSAS
(34.899825, -92.439162)",,20194344
LOUISIANA,2019,43,,-,0,,,-,,-,,-,7,,34,,101,,,-,19,,242,,173,,"LOUISIANA
(30.921314, -91.840238)",,20194345
OKLAHOMA,2019,43,,-,0,,,-,,-,1,,109,,170,,145,,6,,16,,89,,59,,"OKLAHOMA
(35.583449, -97.508297)",,20194346
TEXAS,2019,43,,-,0,,,-,,-,,-,89,,517,,1071,,,-,87,,1850,,965,,"TEXAS
(31.447238, -99.317341)",,20194347
MOUNTAIN,2019,43,,-,0,,,-,,-,9,,51,,1160,,1270,,9,,36,,774,,834,,,MOUNTAIN,20194348
ARIZONA,2019,43,,-,0,,,-,,-,6,,11,,240,,250,,6,,21,,326,,394,,"ARIZONA
(34.293239, -111.664616)",,20194349
COLORADO,2019,43,,-,0,,,-,,-,3,,20,,407,,365,,3,,12,,220,,197,,"COLORADO
(38.998552, -105.547832)",,20194350
IDAHO,2019,43,,-,0,,,-,,-,,-,10,,169,,199,,,-,7,,42,,39,,"IDAHO
(44.389073, -114.659366)",,20194351
MONTANA,2019,43,,-,0,,,-,,-,,-,4,,50,,102,,,-,2,,8,,8,,"MONTANA
(47.033521, -109.645127)",,20194352
NEVADA,2019,43,,-,0,,,-,,-,,-,3,,26,,40,,,-,3,,40,,81,,"NEVADA
(39.283294, -114.916992)",,20194353
NEW MEXICO,2019,43,,-,0,,,-,,-,,-,8,,75,,102,,,-,11,,90,,58,,"NEW MEXICO
(34.421369, -106.108388)",,20194354
UTAH,2019,43,,-,0,,,-,,-,,-,15,,149,,173,,,-,4,,48,,54,,"UTAH
(39.323779, -111.678222)",,20194355
WYOMING,2019,43,,-,0,,,-,,-,,-,6,,44,,39,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",,20194356
PACIFIC,2019,43,,-,0,,,-,,-,1,,576,,2286,,2266,,14,,483,,2936,,3166,,,PACIFIC,20194357
ALASKA,2019,43,,-,0,,,-,,-,,-,1,,5,,22,,,-,1,,5,,6,,"ALASKA
(63.631126, -151.631889)",,20194358
CALIFORNIA,2019,43,,-,0,,,-,,-,,-,65,,1694,,1951,,12,,95,,2459,,2761,,"CALIFORNIA
(37.211164, -119.662127)",,20194359
HAWAII,2019,43,,-,0,,,-,,-,,-,1,,3,,10,,,-,35,,70,,150,,"HAWAII
(21.361013, -157.854309)",,20194360
OREGON,2019,43,,-,0,,,-,,-,1,,14,,266,,283,,,-,9,,137,,249,,"OREGON
(43.940449, -120.605279)",,20194361
WASHINGTON,2019,43,,-,0,,,-,,-,,-,540,,318,,,-,2,,419,,265,,,-,"WASHINGTON
(47.411715, -120.592492)",,20194362
US TERRITORIES,2019,43,,-,0,,,-,,-,,-,0,,,-,5,,,-,3,,,-,27,,,US TERRITORIES,20194363
AMERICAN SAMOA,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20194364
NORTHERN MARIANA ISLANDS,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194365
GUAM,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,,-,18,,"GUAM
(13.3532, 144.653198)",,20194366
PUERTO RICO,2019,43,,-,0,,,-,,-,,-,0,,,-,5,,,-,0,,,-,9,,"PUERTO RICO
(18.215692, -66.414655)",,20194367
U.S. VIRGIN ISLANDS,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194368
NON-US RESIDENTS,2019,43,,-,,NC,,-,,NP,,-,,NC,2,,,NP,,-,,NC,4,,,NP,,NON-US RESIDENTS,20194369
TOTAL,2019,43,,-,0,,,-,,-,48,,911,,11075,,13344,,74,,770,,12269,,12911,,,TOTAL,20194370
US RESIDENTS,2019,44,,-,0,,,-,,-,56,,911,,11818,,13610,,184,,770,,13148,,13245,,,US RESIDENTS,20194401
NEW ENGLAND,2019,44,,-,0,,,-,,-,,-,16,,334,,404,,4,,19,,424,,390,,,NEW ENGLAND,20194402
CONNECTICUT,2019,44,,-,0,,,-,,-,,-,9,,115,,113,,1,,7,,101,,71,,"CONNECTICUT
(41.575155, -72.738288)",,20194403
MAINE,2019,44,,-,0,,,-,,-,,-,2,,20,,32,,,-,2,,11,,6,,"MAINE
(45.117911, -69.06137)",,20194404
MASSACHUSETTS,2019,44,,-,0,,,-,,-,,-,7,,94,,145,,3,,12,,215,,170,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194405
NEW HAMPSHIRE,2019,44,,-,0,,,-,,-,,-,4,,30,,43,,,-,2,,17,,4,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194406
RHODE ISLAND,2019,44,,-,0,,,-,,-,,-,4,,39,,36,,,-,5,,73,,49,,"RHODE ISLAND
(41.572574, -71.534637)",,20194407
VERMONT,2019,44,,-,0,,,-,,-,,-,5,,36,,35,,,-,8,,7,,90,,"VERMONT
(44.075252, -72.662695)",,20194408
MIDDLE ATLANTIC,2019,44,,-,0,,,-,,-,10,,61,,1405,,1355,,37,,78,,1915,,1996,,,MIDDLE ATLANTIC,20194409
NEW YORK,2019,44,,-,0,,,-,,-,7,,21,,474,,363,,13,,19,,284,,445,,"NEW YORK
(42.921241, -75.59655)",,20194411
NEW YORK CITY,2019,44,,-,0,,,-,,-,2,,26,,592,,435,,24,,55,,988,,846,,,NEW YORK CITY,20194412
PENNSYLVANIA,2019,44,,-,0,,,-,,-,1,,24,,313,,392,,,-,11,,214,,200,,"PENNSYLVANIA
(40.896694, -77.838886)",,20194413
EAST NORTH CENTRAL,2019,44,,-,0,,,-,,-,10,,71,,1585,,1934,,10,,39,,1005,,1217,,,EAST NORTH CENTRAL,20194414
ILLINOIS,2019,44,,-,0,,,-,,-,,-,21,,408,,426,,,-,16,,308,,354,,"ILLINOIS
(40.124144, -89.148632)",,20194415
INDIANA,2019,44,,-,0,,,-,,-,,-,6,,,-,216,,,-,7,,,-,141,,"INDIANA
(39.919991, -86.2818)",,20194416
MICHIGAN,2019,44,,-,0,,,-,,-,,-,13,,224,,276,,1,,13,,160,,165,,"MICHIGAN
(44.874798, -85.730977)",,20194417
OHIO,2019,44,,-,0,,,-,,-,9,,29,,524,,512,,7,,22,,401,,427,,"OHIO
(40.415534, -82.70936)",,20194418
WISCONSIN,2019,44,,-,0,,,-,,-,1,,27,,429,,504,,2,,9,,136,,130,,"WISCONSIN
(44.639954, -89.732969)",,20194419
WEST NORTH CENTRAL,2019,44,,-,0,,,-,,-,10,,80,,1329,,2088,,8,,18,,270,,791,,,WEST NORTH CENTRAL,20194420
IOWA,2019,44,,-,0,,,-,,-,,-,35,,513,,541,,,-,6,,83,,92,,"IOWA
(42.074659, -93.500061)",,20194421
KANSAS,2019,44,,-,0,,,-,,-,,-,14,,116,,219,,,-,10,,24,,110,,"KANSAS
(38.484729, -98.38018)",,20194422
MINNESOTA,2019,44,,-,0,,,-,,-,,-,13,,,-,540,,,-,6,,,-,216,,"MINNESOTA
(46.349153, -94.198308)",,20194423
MISSOURI,2019,44,,-,0,,,-,,-,5,,20,,350,,333,,4,,6,,97,,295,,"MISSOURI
(38.3675, -92.477244)",,20194424
NEBRASKA,2019,44,,-,0,,,-,,-,5,,12,,188,,197,,4,,5,,49,,48,,"NEBRASKA
(41.527099, -99.810595)",,20194425
NORTH DAKOTA,2019,44,,-,0,,,-,,-,,-,4,,40,,61,,,-,2,,10,,4,,"NORTH DAKOTA
(47.446305, -100.46931)",,20194426
SOUTH DAKOTA,2019,44,,-,0,,,-,,-,,-,20,,122,,197,,,-,2,,7,,26,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194427
SOUTH ATLANTIC,2019,44,,-,0,,,-,,-,4,,81,,1723,,2040,,15,,83,,2321,,2578,,,SOUTH ATLANTIC,20194428
DELAWARE,2019,44,,-,0,,,-,,-,,-,4,,26,,19,,,-,2,,25,,24,,"DELAWARE
(38.994926, -75.452394)",,20194429
DISTRICT OF COLUMBIA,2019,44,,-,0,,,-,,-,,-,2,,6,,27,,,-,4,,49,,92,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194430
FLORIDA,2019,44,,-,0,,,-,,-,2,,33,,643,,715,,6,,53,,1189,,1231,,"FLORIDA
(28.260731, -82.420978)",,20194431
GEORGIA,2019,44,,-,0,,,-,,-,,-,17,,142,,150,,1,,12,,324,,356,,"GEORGIA
(32.638481, -83.426574)",,20194432
MARYLAND,2019,44,,-,0,,,-,,-,,-,8,,178,,204,,,-,8,,163,,177,,"MARYLAND
(38.946466, -76.687282)",,20194433
NORTH CAROLINA,2019,44,,-,0,,,-,,-,,-,18,,286,,358,,,-,16,,251,,247,,"NORTH CAROLINA
(35.52603, -79.130883)",,20194434
SOUTH CAROLINA,2019,44,,-,0,,,-,,-,1,,7,,98,,139,,7,,8,,98,,237,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194435
VIRGINIA,2019,44,,-,0,,,-,,-,1,,16,,310,,342,,1,,13,,208,,198,,"VIRGINIA
(37.510861, -78.666382)",,20194436
WEST VIRGINIA,2019,44,,-,0,,,-,,-,,-,5,,34,,86,,,-,2,,14,,16,,"WEST VIRGINIA
(38.642579, -80.613729)",,20194437
EAST SOUTH CENTRAL,2019,44,,-,0,,,-,,-,1,,69,,788,,723,,2,,27,,583,,773,,,EAST SOUTH CENTRAL,20194438
ALABAMA,2019,44,,-,0,,,-,,-,,-,8,,104,,117,,,-,12,,241,,266,,"ALABAMA
(32.756889, -86.844516)",,20194439
KENTUCKY,2019,44,,-,0,,,-,,-,,-,43,,294,,162,,,-,8,,94,,79,,"KENTUCKY
(37.526683, -85.290484)",,20194440
MISSISSIPPI,2019,44,,-,0,,,-,,-,,-,4,,57,,106,,,-,10,,105,,236,,"MISSISSIPPI
(32.713378, -89.65344)",,20194441
TENNESSEE,2019,44,,-,0,,,-,,-,1,,25,,333,,338,,2,,10,,143,,192,,"TENNESSEE
(35.842998, -86.343226)",,20194442
WEST SOUTH CENTRAL,2019,44,,-,0,,,-,,-,1,,202,,1071,,1456,,80,,150,,2778,,1357,,,WEST SOUTH CENTRAL,20194443
ARKANSAS,2019,44,,-,0,,,-,,-,1,,12,,126,,112,,3,,14,,149,,124,,"ARKANSAS
(34.899825, -92.439162)",,20194444
LOUISIANA,2019,44,,-,0,,,-,,-,,-,7,,71,,102,,2,,31,,406,,181,,"LOUISIANA
(30.921314, -91.840238)",,20194445
OKLAHOMA,2019,44,,-,0,,,-,,-,,-,109,,170,,147,,,-,16,,89,,60,,"OKLAHOMA
(35.583449, -97.508297)",,20194446
TEXAS,2019,44,,-,0,,,-,,-,,-,89,,704,,1095,,75,,121,,2134,,992,,"TEXAS
(31.447238, -99.317341)",,20194447
MOUNTAIN,2019,44,,-,0,,,-,,-,8,,53,,1193,,1300,,9,,36,,820,,856,,,MOUNTAIN,20194448
ARIZONA,2019,44,,-,0,,,-,,-,3,,11,,244,,257,,6,,21,,334,,407,,"ARIZONA
(34.293239, -111.664616)",,20194449
COLORADO,2019,44,,-,0,,,-,,-,5,,20,,417,,373,,2,,14,,226,,201,,"COLORADO
(38.998552, -105.547832)",,20194450
IDAHO,2019,44,,-,0,,,-,,-,,-,10,,177,,202,,,-,7,,43,,40,,"IDAHO
(44.389073, -114.659366)",,20194451
MONTANA,2019,44,,-,0,,,-,,-,,-,4,,52,,103,,,-,2,,8,,8,,"MONTANA
(47.033521, -109.645127)",,20194452
NEVADA,2019,44,,-,0,,,-,,-,,-,3,,30,,41,,1,,4,,54,,84,,"NEVADA
(39.283294, -114.916992)",,20194453
NEW MEXICO,2019,44,,-,0,,,-,,-,,-,7,,80,,104,,,-,12,,106,,58,,"NEW MEXICO
(34.421369, -106.108388)",,20194454
UTAH,2019,44,,-,0,,,-,,-,,-,15,,149,,181,,,-,4,,49,,55,,"UTAH
(39.323779, -111.678222)",,20194455
WYOMING,2019,44,,-,0,,,-,,-,,-,6,,44,,39,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",,20194456
PACIFIC,2019,44,,-,0,,,-,,-,12,,576,,2390,,2310,,19,,483,,3032,,3287,,,PACIFIC,20194457
ALASKA,2019,44,,-,0,,,-,,-,,-,1,,5,,22,,,-,1,,5,,6,,"ALASKA
(63.631126, -151.631889)",,20194458
CALIFORNIA,2019,44,,-,0,,,-,,-,6,,69,,1784,,1994,,19,,95,,2545,,2843,,"CALIFORNIA
(37.211164, -119.662127)",,20194459
HAWAII,2019,44,,-,0,,,-,,-,,-,1,,3,,10,,,-,35,,71,,185,,"HAWAII
(21.361013, -157.854309)",,20194460
